20091217,MSFT,29.95,29.96,29.57,29.6,436911
20091218,MSFT,29.84,30.45,29.8,30.36,941179
20091221,MSFT,30.38,30.84,30.37,30.52,401328
20091222,MSFT,30.6,30.93,30.54,30.82,363209
20091223,MSFT,30.7,30.95,30.69,30.92,283626
20091224,MSFT,30.82,31,30.76,31,110838
20091228,MSFT,30.99,31.18,30.89,31.17,253855
20091229,MSFT,31.25,31.5,31.23,31.39,297224
20091230,MSFT,31.1,31.29,30.8,30.96,420075
20091231,MSFT,30.98,30.99,30.48,30.48,319296
20100104,MSFT,30.65,31.1,30.59,30.95,384141
20100105,MSFT,30.87,31.1,30.64,30.96,497588
20100106,MSFT,30.88,31.08,30.52,30.77,581823
20100107,MSFT,30.61,30.7,30.19,30.452,505642
20100108,MSFT,30.27,30.88,30.24,30.66,512012
20100111,MSFT,30.72,30.76,30.12,30.27,687546
20100112,MSFT,30.16,30.4,29.91,30.07,659132
20100113,MSFT,30.26,30.52,30.01,30.35,518634
20100114,MSFT,30.26,31.1,30.26,30.96,632447
20100115,MSFT,31.2,31.24,30.71,30.86,799156
20100119,MSFT,30.68,31.24,30.68,31.1,465828
20100120,MSFT,30.78,30.94,30.31,30.585,548577
20100121,MSFT,30.61,30.72,30,30.01,730867
20100122,MSFT,30,30.2,28.84,28.96,1020045
20100125,MSFT,29.2,29.66,29.1,29.32,633811
20100126,MSFT,29.14,29.85,29.09,29.5,666476
20100127,MSFT,29.3,29.82,29.02,29.67,639494
20100128,MSFT,29.83,29.87,28.89,29.16,1175136
20100129,MSFT,29.89,29.92,27.66,28.18,1938884
20100201,MSFT,28.4,28.48,27.92,28.41,859310
20100202,MSFT,28.37,28.5,28.14,28.46,544136
20100203,MSFT,28.22,28.79,28.12,28.63,613978
20100204,MSFT,28.35,28.5,27.81,27.84,778499
20100205,MSFT,27.97,28.28,27.57,28.02,809600
20100208,MSFT,27.96,28.08,27.57,27.72,528264
20100209,MSFT,27.97,28.34,27.75,28.01,591957
20100210,MSFT,28.01,28.24,27.84,27.99,485912
20100211,MSFT,27.91,28.4,27.7,28.12,659959
20100212,MSFT,27.78,28.06,27.58,27.93,811215
20100216,MSFT,28.13,28.37,28.02,28.35,513175
20100217,MSFT,28.58,28.65,28.36,28.59,458828
20100218,MSFT,28.59,29.03,28.51,28.969,428565
20100219,MSFT,28.77,28.92,28.69,28.77,444616
20100222,MSFT,28.84,28.94,28.65,28.73,367103
20100223,MSFT,28.67,28.83,28.09,28.33,522700
20100224,MSFT,28.53,28.79,28.38,28.63,431668
20100225,MSFT,28.17,28.65,28.02,28.6,487352
20100226,MSFT,28.64,28.85,28.51,28.67,403728
20100301,MSFT,28.77,29.05,28.53,29.02,438053
20100302,MSFT,29.06,29.3,28.24,28.46,931298
20100303,MSFT,28.52,28.61,28.35,28.46,484420
20100304,MSFT,28.44,28.65,28.27,28.63,428941
20100305,MSFT,28.64,28.68,28.42,28.5875,560050
20100308,MSFT,28.51,28.93,28.5,28.63,394213
20100309,MSFT,28.56,29.11,28.55,28.8,502784
20100310,MSFT,28.86,29.11,28.8,28.97,448986
20100311,MSFT,28.95,29.19,28.85,29.18,353536
20100312,MSFT,29.32,29.38,29.04,29.27,317093
20100315,MSFT,29.21,29.37,29.01,29.29,375167
20100316,MSFT,29.42,29.49,29.2,29.37,367329
20100317,MSFT,29.5,29.87,29.4,29.63,503866
20100318,MSFT,29.63,29.72,29.5,29.61,438452
20100319,MSFT,29.8,29.9,29.35,29.59,813410
20100322,MSFT,29.5,29.7,29.39,29.6,377181
20100323,MSFT,29.63,29.9,29.41,29.88,420265
20100324,MSFT,29.68,29.85,29.6,29.65,339935
20100325,MSFT,29.83,30.57,29.8,30.01,731766
20100326,MSFT,30.11,30.2,29.59,29.66,556047
20100329,MSFT,29.7,29.82,29.55,29.59,333407
20100330,MSFT,29.55,29.86,29.5,29.77,349558
20100331,MSFT,29.65,29.72,29.17,29.2875,637626
20100401,MSFT,29.35,29.54,28.62,29.16,747680
20100405,MSFT,29.09,29.425,29.03,29.27,343382
20100406,MSFT,29.1,29.58,28.98,29.32,473667
20100407,MSFT,29.15,29.56,29.14,29.35,583205
20100408,MSFT,29.3,29.975,29.3,29.92,637137
20100409,MSFT,29.95,30.41,29.895,30.34,547554
20100412,MSFT,30.26,30.49,30.205,30.32,370742
20100413,MSFT,30.17,30.5,30.13,30.45,413745
20100414,MSFT,30.75,31,30.66,30.82,689411
20100415,MSFT,30.81,30.95,30.71,30.87,527480
20100416,MSFT,30.75,30.98,30.6,30.67,887078
20100419,MSFT,30.77,31.25,30.76,31.039,649702
20100420,MSFT,31.21,31.44,31.13,31.36,522060
20100421,MSFT,31.32,31.5,31.23,31.332,553430
20100422,MSFT,31.01,31.53,30.9,31.39,848475
20100423,MSFT,31.11,31.58,30.65,30.96,1267665
20100426,MSFT,31,31.275,30.86,31.11,636522
20100427,MSFT,30.94,31.25,30.7493,30.845,687323
20100428,MSFT,30.88,31,30.62,30.91,645579
20100429,MSFT,30.96,31.4333,30.67,31.003,526717
20100430,MSFT,31.05,31.08,30.52,30.535,632202
20100503,MSFT,30.67,31.0606,30.58,30.86,439900
20100504,MSFT,30.5,30.55,29.75,30.13,820855
20100505,MSFT,29.72,30.09,29.69,29.85,668337
20100506,MSFT,29.56,29.88,27.91,28.98,1286129
20100507,MSFT,28.9,28.95,27.32,28.21,1737180
20100510,MSFT,28.97,29.48,28.71,28.94,866562
20100511,MSFT,28.69,29.65,28.57,28.88,638030
20100512,MSFT,29.02,29.58,28.92,29.44,471524
20100513,MSFT,29.27,29.73,29.18,29.24,452916
20100514,MSFT,29.17,29.21,28.64,28.93,633339
20100517,MSFT,29.19,29.23,28.45,28.94,460554
20100518,MSFT,28.86,29,28.4,28.5975,527721
20100519,MSFT,28.52,28.69,27.79,28.24,617541
20100520,MSFT,27.62,27.84,27.04,27.11,879910
20100521,MSFT,26.57,27.11,26.44,26.84,1176002
20100524,MSFT,26.81,26.86,26.26,26.27,736294
20100525,MSFT,25.65,26.33,25.38,26.07,983735
20100526,MSFT,26.24,26.605,24.56,25.01,1766840
20100527,MSFT,25.74,26.36,25.725,26,1364345
20100528,MSFT,25.82,26.12,25.66,25.8,675022
20100601,MSFT,25.57,26.31,25.52,25.89,761554
20100602,MSFT,26.05,26.48,25.73,26.46,657187
20100603,MSFT,26.54,26.93,26.41,26.86,678393
20100604,MSFT,26.11,26.57,25.62,25.79,898332
20100607,MSFT,25.82,25.83,25.24,25.29,804561
20100608,MSFT,25.23,25.26,24.65,25.11,873549
20100609,MSFT,25.22,25.52,24.75,24.79,878084
20100610,MSFT,25.13,25.15,24.78,25,789504
20100611,MSFT,25.05,25.72,24.77,25.66,680577
20100614,MSFT,25.89,25.96,25.47,25.495,509723
20100615,MSFT,25.77,26.65,25.74,26.5825,816442
20100616,MSFT,26.5,26.58,26.23,26.32,486993
20100617,MSFT,26.61,26.67,26.04,26.37,479986
20100618,MSFT,26.36,26.53,26.17,26.44,520792
20100621,MSFT,26.75,26.89,25.89,25.95,546252
20100622,MSFT,26.17,26.45,25.76,25.77,559863
20100623,MSFT,25.75,25.78,25.22,25.308,614682
20100624,MSFT,25.46,25.72,24.93,25,852521
20100625,MSFT,25.02,25.11,24.31,24.5325,1562566
20100628,MSFT,24.5,24.61,24.12,24.31,737878
20100629,MSFT,24.1,24.2,23.11,23.31,1198857
20100630,MSFT,23.25,23.68,22.95,23.01,810579
20100701,MSFT,23.09,23.32,22.73,23.16,922394
20100702,MSFT,23.31,23.48,23.05,23.27,624894
20100706,MSFT,23.72,24.09,23.584,23.82,735945
20100707,MSFT,23.82,24.32,23.61,24.3,819672
20100709,MSFT,24.27,24.41,24.15,24.27,538113
20100712,MSFT,24.44,24.89,24.42,24.83,498622
20100713,MSFT,25.14,25.3,24.9,25.13,619286
20100714,MSFT,25.51,25.61,25.12,25.44,728080
20100715,MSFT,25.49,25.59,24.98,25.51,569346
20100716,MSFT,25.51,25.64,24.88,24.89,650647
20100719,MSFT,24.95,25.3,24.91,25.23,381817
20100720,MSFT,24.87,25.48,24.7,25.48,455301
20100721,MSFT,25.6,25.65,24.975,25.12,732975
20100722,MSFT,25.5,25.99,25.47,25.84,730163
20100723,MSFT,25.83,26.02,25.25,25.81,1085200
20100726,MSFT,25.89,26.2,25.8,26.1,672498
20100727,MSFT,26.1,26.24,25.96,26.16,606824
20100728,MSFT,26.08,26.19,25.83,25.95,697047
20100729,MSFT,26.14,26.41,25.6,26.03,694461
20100730,MSFT,25.72,25.84,25.35,25.81,835347
20100802,MSFT,25.98,26.38,25.75,26.33,550445
20100803,MSFT,26.27,26.35,25.97,26.16,568776
20100804,MSFT,26.16,26.24,25.44,25.73,785318
20100805,MSFT,25.5,25.58,25.21,25.37,649220
20100806,MSFT,25.18,25.56,25.02,25.55,559854
20100809,MSFT,25.55,25.73,25.37,25.61,571025
20100810,MSFT,25.33,25.34,24.88,25.07,872576
20100811,MSFT,24.67,24.9,24.56,24.86,767458
20100813,MSFT,24.34,24.67,24.24,24.4,452634
20100816,MSFT,24.34,24.61,24.3,24.5,409683
20100817,MSFT,24.7,24.96,24.6,24.71,529350
20100819,MSFT,24.58,24.74,24.21,24.44,540690
20100820,MSFT,24.31,24.4,24.2,24.23,495657
20090821,GOOG,464.84,466.09,462.65,465.24,35643
20090824,GOOG,467.08,470.09,464.425,468.73,24593
20090825,GOOG,469.09,474.35,468.72,471.37,23430
20090826,GOOG,472.6,473,466.7,468,19884
20090827,GOOG,466.58,468.58,460.73,466.06,20000
20090828,GOOG,469.02,472.37,463.38,464.75,17718
20090831,GOOG,459.56,461.86,458,461.67,19579
20090901,GOOG,459.95,466.82,454.42,455.761,25950
20090902,GOOG,454.5,458.33,452.59,453.01,18065
20090903,GOOG,456.32,458.25,455,457.52,16463
20090904,GOOG,458.07,462.6,455.78,461.3,14998
20090909,GOOG,459.34,466.27,458.8,463.97,21954
20090910,GOOG,466.01,470.94,462,470.94,25353
20090911,GOOG,470.71,473.3,467.63,472.14,19028
20090914,GOOG,470.25,476.8,470.05,475.12,19776
20090915,GOOG,475.12,478.91,472.71,477.54,23986
20090916,GOOG,479.92,489.37,478.48,488.29,25873
20090917,GOOG,490.66,497.37,487.15,491.72,44834
20090918,GOOG,496.86,496.98,491.23,491.46,32842
20090921,GOOG,486.22,498.9,486.22,497,21175
20090922,GOOG,500.35,501.99,497.81,499.06,30418
20090923,GOOG,500.92,507,497.71,498.46,27046
20090924,GOOG,500.53,501.41,493,496.77,25286
20090925,GOOG,495.48,499.93,492,492.48,20520
20090928,GOOG,495,501.5,493.295,498.53,18431
20090929,GOOG,499.15,499.75,493.01,498.53,20993
20090930,GOOG,499.76,500.14,487.24,495.85,31417
20091001,GOOG,493.99,496.47,487,487.2,28162
20091002,GOOG,483.79,491.74,482.6,484.58,26008
20091005,GOOG,487.67,492.43,483.34,488.52,21264
20091006,GOOG,492.37,499.37,491.7001,498.74,27329
20091007,GOOG,498.97,518.99,497.81,517.54,48776
20091008,GOOG,519.58,523.25,513.34,514.18,43065
20091009,GOOG,516.435,521.51,514.5,516.25,27398
20091012,GOOG,523,525.76,519.3201,524.04,33243
20091013,GOOG,525.02,527.46,521.38,526.11,30422
20091014,GOOG,532.26,535.58,530,535.32,32650
20091015,GOOG,533.74,536.9,527.27,529.91,61003
20091016,GOOG,547.16,554.75,544.53,549.85,88457
20091019,GOOG,553.09,553.6,548.73,552.09,32201
20091020,GOOG,551.64,552.95,540.7,551.72,40444
20091021,GOOG,550.48,559.35,549,551.1,36731
20091022,GOOG,550.69,555,548,554.09,23370
20091023,GOOG,554.99,557.89,551.2,553.69,23931
20091026,GOOG,556.55,561.64,550.89,554.21,29737
20091027,GOOG,552.56,554.56,544.16,548.29,32180
20091028,GOOG,546.51,550,538.25,540.3,25686
20091105,GOOG,543.94,549.77,542.664,548.65,18480
20091106,GOOG,547.72,551.78,545.5,551.1,18267
20091109,GOOG,554.99,562.58,554.23,562.51,26514
20091110,GOOG,563.39,568.78,562,566.76,22314
20091111,GOOG,570.5,573.5,565.86,570.56,23218
20091113,GOOG,569.4,572.51,566.61,572.05,16680
20091116,GOOG,573.58,576.99,572.78,576.28,21991
20091117,GOOG,574.06,577.5,573.72,577.49,19207
20091118,GOOG,577.49,578.78,572.07,576.65,15501
20091119,GOOG,573.89,574,570,572.99,21683
20091120,GOOG,569.99,571.6,569.4,569.964,20062
20091123,GOOG,576.41,586.6,575.86,582.35,25485
20091124,GOOG,582.5,584.29,576.54,583.09,16086
20091125,GOOG,586.44,587.0599,582.69,585.74,14614
20091127,GOOG,571.58,582.46,570.97,579.76,13845
20091130,GOOG,579.97,583.67,577.11,583,17252
20091201,GOOG,588.19,591.22,583,589.87,23212
20091202,GOOG,590.98,593.01,586.22,587.51,16652
20091203,GOOG,588.89,591.45,585,585.74,14293
20091204,GOOG,593.04,594.832,579.18,585.01,25140
20091207,GOOG,584.14,588.69,581,586.25,16365
20091208,GOOG,583.36,590.66,582,587.05,15255
20091209,GOOG,586.93,589.33,583.58,589.02,17812
20091210,GOOG,590.71,594.71,590.41,591.5,16695
20091211,GOOG,594.59,594.75,587.73,590.51,17233
20091214,GOOG,595.24,597.31,592.6101,595.73,19135
20091215,GOOG,594,596.38,590.99,593.14,22803
20091216,GOOG,598.91,600.37,596.64,597.76,28097
20091217,GOOG,596.46,597.64,593.76,593.94,26407
20091218,GOOG,595.54,598.93,595,596.42,35325
20091221,GOOG,597.6,599.84,595.67,598.68,25719
20091222,GOOG,600.23,601.5,598.85,601.12,18842
20091223,GOOG,603.76,612.8698,602.85,611.68,20753
20091224,GOOG,612.95,619.52,612.2705,618.48,8586
20091228,GOOG,621.77,625.99,618.48,622.87,16980
20091229,GOOG,624.51,624.8425,618.29,619.4,14277
20091230,GOOG,618.07,622.73,618.01,622.73,14663
20091231,GOOG,624.86,625.4,619.98,619.98,12202
20100104,GOOG,627.46,629.51,624.24,626.75,19579
20100105,GOOG,627.84,627.84,621.54,623.99,30078
20100106,GOOG,625.08,625.86,606.36,608.26,39806
20100107,GOOG,609.27,610,592.65,594.1,64180
20100108,GOOG,592.36,603.25,589.11,602.02,47247
20100111,GOOG,603.9,604.46,594.04,601.11,72168
20100112,GOOG,598.08,598.16,588,590.48,48532
20100113,GOOG,576.51,588.38,573.9,587.09,64990
20100114,GOOG,583.75,594.2,582.81,589.85,42415
20100115,GOOG,593.43,593.56,578.04,580,54376
20100119,GOOG,581,590.42,576.29,587.62,43171
20100120,GOOG,585.12,585.98,575.29,580.41,32534
20100121,GOOG,583.21,586.8185,572.251,582.98,63076
20100122,GOOG,564.68,570.6,534.86,550.01,68076
20100125,GOOG,546.53,549.8775,535.51,540,44210
20100126,GOOG,537.62,549.6,536.29,542.42,43567
20100127,GOOG,540.22,547.65,535.31,542.1,39654
20100128,GOOG,544.55,546.9999,530.6,534.29,32310
20100129,GOOG,538.5,540.99,525.61,529.944,41411
20100201,GOOG,533.15,535.81,530.3,533.02,22530
20100202,GOOG,534.11,534.96,527.61,531.12,40963
20100203,GOOG,528.69,542.1,528.23,540.82,29998
20100204,GOOG,536.61,538,525.56,526.778,33827
20100205,GOOG,527.5,533.4985,522.46,531.29,31570
20100208,GOOG,532.385,542,531.5301,533.47,26954
20100209,GOOG,539.11,541.53,535.07,536.44,28286
20100210,GOOG,534.4,537.79,527.69,534.445,26757
20100211,GOOG,532.25,540.49,529.5,536.4,24110
20100212,GOOG,533,537.15,530.5,533.12,22803
20100216,GOOG,537.14,544.13,534.3,541.3,36470
20100217,GOOG,542.44,543.4,537.61,538.207,20306
20100218,GOOG,537.33,545.01,536.14,543.22,23392
20100219,GOOG,540.48,544.03,539.7,540.763,25553
20100222,GOOG,547.12,547.5,541,542.8,21447
20100223,GOOG,543.55,543.63,532.29,535.07,28747
20100224,GOOG,534.39,538.44,530.51,531.47,23269
20100225,GOOG,526.93,528.4899,520,526.43,33093
20100226,GOOG,527.05,531.75,523.48,526.8,20493
20100301,GOOG,530.07,533.29,527.74,532.69,22383
20100302,GOOG,535.02,545.66,535.01,541.06,43574
20100303,GOOG,542.25,548.12,539.25,545.32,30901
20100304,GOOG,546.2,556.13,546.2,554.59,31840
20100305,GOOG,561,567.67,559.9,564.21,39133
20100308,GOOG,564.78,565.18,561.01,562.48,23865
20100309,GOOG,559.46,564.66,556.5,560.19,31775
20100310,GOOG,563.75,578.5,562.21,576.45,56590
20100311,GOOG,574.92,586.21,574.2,581.14,42352
20100312,GOOG,587.57,588.275,579.16,579.54,27562
20100315,GOOG,566.33,569.45,556,563.18,46565
20100316,GOOG,561.56,568.42,560.76,565.2,34328
20100317,GOOG,567.86,571.4499,564.2501,565.56,33224
20100318,GOOG,564.98,568.44,562.96,566.4,17771
20100319,GOOG,566.81,568,557.28,560,47941
20100322,GOOG,555.77,566.85,554.28,557.5,40054
20100323,GOOG,556.45,558.312,542,549,55012
20100324,GOOG,545.55,559.8495,539.7,557.33,65693
20100325,GOOG,559.37,572,558.66,562.88,39316
20100326,GOOG,565.33,567.39,560.0201,562.69,26964
20100329,GOOG,563.05,564.72,560.57,562.45,31051
20100330,GOOG,562.96,567.63,560.28,566.71,19875
20100331,GOOG,565.13,569.74,562.81,567.12,30308
20100401,GOOG,571.02,573.45,565.55,568.8,21026
20100405,GOOG,571.26,574.88,569,571.01,19020
20100406,GOOG,568.24,570.89,565.4,568.22,20600
20100407,GOOG,566.69,568.75,561.86,563.54,25810
20100408,GOOG,563,569.8515,560.05,567.49,19517
20100409,GOOG,566.87,568.77,564,566.22,20568
20100412,GOOG,567.33,574,566.22,572.73,23535
20100413,GOOG,571.22,588.88,571.13,586.77,39122
20100414,GOOG,592,592.34,584.01,589,34038
20100415,GOOG,592.12,597.84,588.287,595.3,67617
20100416,GOOG,563,568.81,549.63,550.145,122394
20100419,GOOG,549.1,553.99,545,550.1,38957
20100420,GOOG,554.89,559.6565,551.06,555.04,29793
20100421,GOOG,556.74,560.25,552.16,554.3,23927
20100422,GOOG,551.15,552.5,543.35,547.06,32836
20100423,GOOG,547.98,549.32,542.27,544.99,20898
20100426,GOOG,544.55,544.99,529.21,531.64,43736
20100427,GOOG,528.94,538.33,527.235,529.06,38447
20100428,GOOG,532,534.83,521.03,529.19,34091
20100429,GOOG,533.34,536.5,526.67,532,30588
20100430,GOOG,531.28,537.68,525.44,525.695,24402
20100503,GOOG,526.7,532.92,525.08,530.6,18603
20100504,GOOG,526.41,526.74,504.21,506.37,60785
20100505,GOOG,500.55,515.72,500.4701,509.76,45821
20100506,GOOG,508.68,517.52,460,498.67,50000
20100507,GOOG,500,505.32,481.33,493.14,50937
20100510,GOOG,513.31,522.82,512.6,521.65,41279
20100511,GOOG,515.01,519.88,508.22,509.05,33243
20100512,GOOG,511.3,512.04,502,505.39,38521
20100513,GOOG,516,522,510.37,510.88,33281
20100514,GOOG,508.89,510.99,496.25,507.53,41239
20100517,GOOG,505.66,508.3608,498.35,507.97,27965
20100518,GOOG,510.16,510.97,497.07,498.37,28302
20100519,GOOG,497.23,499.44,487.74,494.43,34463
20100520,GOOG,485.07,485.58,473.8015,475.01,49179
20100521,GOOG,469.06,485,464.4,472.05,96935
20100524,GOOG,481,489.79,476.8,477.16,43423
20100525,GOOG,467.56,477.45,464.01,477.07,30219
20100526,GOOG,482.07,489.76,475,475.47,34840
20100527,GOOG,484.86,492.31,481.05,490.46,28100
20100528,GOOG,492.91,493.45,483,485.63,28947
20100601,GOOG,480.43,491.06,480.12,482.37,26669
20100602,GOOG,486.41,493.8699,481.46,493.37,25407
20100603,GOOG,495.5,508,494.7,505.6,36518
20100604,GOOG,499.24,509.25,496.7,498.72,39239
20100607,GOOG,499,500.9099,483.15,485.52,36370
20100608,GOOG,487.09,488.84,477.54,484.78,26850
20100609,GOOG,487.28,488.88,472,474.02,27327
20100610,GOOG,480.45,488.5,475.84,487.01,25859
20100611,GOOG,482.5,488.71,481.62,488.5,17843
20100614,GOOG,493.75,494.5,483.19,483.19,20409
20100615,GOOG,483.08,500.4,482.18,497.99,42615
20100616,GOOG,496.85,504,496.11,501.27,22919
20100617,GOOG,503.44,505.87,496.69,500.08,19778
20100618,GOOG,502.68,503.47,498.13,500.03,28787
20100621,GOOG,499.82,500.967,484.89,488.56,29893
20100622,GOOG,489.71,496.6,485.73,486.25,22199
20100623,GOOG,485.67,486.89,478.16,482.05,20296
20100624,GOOG,479.18,482.75,473.261,475.1,18937
20100625,GOOG,477.11,477.646,470.56,472.68,22452
20100628,GOOG,472.55,477.55,469.01,472.08,17625
20100629,GOOG,463.45,464.55,451.12,454.26,35021
20100630,GOOG,453.2,457.83,444.72,444.95,36036
20100701,GOOG,445.22,448.4,433.63,439.49,35138
20100702,GOOG,441.62,442.2842,436,436.55,19362
20100706,GOOG,444.04,447.6699,433.63,436.07,25614
20100707,GOOG,438.34,451.29,435.38,450.2,31319
20100708,GOOG,452.73,457.33,449.66,456.56,26704
20100709,GOOG,472,473.26,462.78,467.49,43327
20100712,GOOG,472.38,479.44,471.08,475.83,33344
20100713,GOOG,482.19,492.99,480.28,489.2,39762
20100714,GOOG,489.88,493.83,486.46,491.336,31185
20100715,GOOG,491.73,494.7,482.68,494.02,48587
20100716,GOOG,469.06,470.56,459.52,459.605,78247
20100719,GOOG,461,469.65,457.52,466.18,45494
20100720,GOOG,461.08,482.99,460.6,481.59,40568
20100721,GOOG,483.6,485.7,475.4301,477.5,32853
20100722,GOOG,482.88,488.98,482.48,484.81,21484
20100723,GOOG,480.78,490.59,480.01,490.06,22671
20100726,GOOG,489.1,490.749,484.88,488.97,19966
20100727,GOOG,490.17,497.5,490.17,492.63,24519
20100728,GOOG,495.05,495.25,482.67,484.35,25024
20100729,GOOG,485.95,488.88,479.33,484.99,26754
20100730,GOOG,479.34,487.36,479.14,484.85,21444
20100802,GOOG,488.98,493.28,486.94,490.41,18674
20100804,GOOG,492.3,507,491.05,506.32,38141
20100805,GOOG,505.85,508.6,503.559,508.1,24264
20100806,GOOG,505.12,505.74,496.05,500.22,33216
20100809,GOOG,502.25,505.5,501.3632,505.35,18732
20100810,GOOG,501.71,506,498.57,503.71,20755
20100811,GOOG,497.72,498,491.5,491.74,22260
20100812,GOOG,483.94,494.75,482.51,492.01,22050
20100813,GOOG,488.94,491.19,486.01,486.35,19400
20100816,GOOG,483.68,489.87,480.5019,485.59,13066
20100817,GOOG,488.37,494.7,486.03,490.52,18906
20100819,GOOG,481.41,482.51,467.25,467.97,39255
20100820,GOOG,467.26,471.59,461.0201,462.02,39233
20090821,AMZN,84.88,85.06,83.54,85,61312
20090824,AMZN,85.25,85.59,84.24,84.5,47233
20090825,AMZN,84.68,86.34,83.95,84.19,47945
20090826,AMZN,84.02,84.76,83.38,84,36137
20090827,AMZN,84.02,84.85,83.14,84.31,39985
20090828,AMZN,84.7,84.99,82.57,82.76,46207
20090831,AMZN,81.81,81.95,80.35,81.19,52637
20090901,AMZN,80.77,82.42,79,79.16,62464
20090902,AMZN,79.01,80.15,77.8,78.14,65215
20090903,AMZN,78.52,78.96,77.51,78.46,41404
20090904,AMZN,78.25,79.78,77.63,78.87,46727
20090909,AMZN,80.59,82.63,80.5,82.24,67762
20090910,AMZN,82.33,84.07,82.3,83.85,70248
20090911,AMZN,84.55,84.9,83.76,84.54,60087
20090914,AMZN,83.82,84.57,83.46,83.86,35721
20090915,AMZN,84.01,84.41,82.79,83.55,44533
20090916,AMZN,85.97,90.98,85.9,90.7,131142
20090917,AMZN,90.81,91.19,89,90.44,78739
20090918,AMZN,90.74,91,89.47,90.28,67705
20090921,AMZN,89.73,90.76,88.48,90.56,42118
